trait_id,GeneID,Symbol,tax_id,Org_name
cell_surface_NCBI,10666,CD226,9606,Homo sapiens
cell_surface_NCBI,100133941,CD24,9606,Homo sapiens
cell_surface_NCBI,51744,CD244,9606,Homo sapiens
cell_surface_NCBI,919,CD247,9606,Homo sapiens
cell_surface_NCBI,57124,CD248,9606,Homo sapiens
cell_surface_NCBI,939,CD27,9606,Homo sapiens
cell_surface_NCBI,29126,CD274,9606,Homo sapiens
cell_surface_NCBI,80381,CD276,9606,Homo sapiens
cell_surface_NCBI,940,CD28,9606,Homo sapiens
cell_surface_NCBI,23607,CD2AP,9606,Homo sapiens
cell_surface_NCBI,11314,CD300A,9606,Homo sapiens
cell_surface_NCBI,342510,CD300E,9606,Homo sapiens
cell_surface_NCBI,100131439,CD300LD,9606,Homo sapiens
cell_surface_NCBI,146722,CD300LF,9606,Homo sapiens
cell_surface_NCBI,146894,CD300LG,9606,Homo sapiens
cell_surface_NCBI,51293,CD320,9606,Homo sapiens
cell_surface_NCBI,945,CD33,9606,Homo sapiens
cell_surface_NCBI,947,CD34,9606,Homo sapiens
cell_surface_NCBI,948,CD36,9606,Homo sapiens
cell_surface_NCBI,951,CD37,9606,Homo sapiens
cell_surface_NCBI,952,CD38,9606,Homo sapiens
cell_surface_NCBI,915,CD3D,9606,Homo sapiens
cell_surface_NCBI,916,CD3E,9606,Homo sapiens
cell_surface_NCBI,917,CD3G,9606,Homo sapiens
cell_surface_NCBI,920,CD4,9606,Homo sapiens
cell_surface_NCBI,958,CD40,9606,Homo sapiens
cell_surface_NCBI,959,CD40LG,9606,Homo sapiens
cell_surface_NCBI,960,CD44,9606,Homo sapiens
cell_surface_NCBI,4179,CD46,9606,Homo sapiens
cell_surface_NCBI,961,CD47,9606,Homo sapiens
cell_surface_NCBI,962,CD48,9606,Homo sapiens
cell_surface_NCBI,921,CD5,9606,Homo sapiens
cell_surface_NCBI,963,CD53,9606,Homo sapiens
cell_surface_NCBI,1604,CD55,9606,Homo sapiens
cell_surface_NCBI,965,CD58,9606,Homo sapiens
cell_surface_NCBI,966,CD59,9606,Homo sapiens
cell_surface_NCBI,922,CD5L,9606,Homo sapiens
cell_surface_NCBI,923,CD6,9606,Homo sapiens
