trait_id,GeneID,Symbol,Org_name,tax_id
transcription_factor_NCBI,107882129,LOC107882129,Homo sapiens,9606
transcription_factor_NCBI,2662,GDF10,Homo sapiens,9606
transcription_factor_NCBI,83881,MIXL1,Homo sapiens,9606
transcription_factor_NCBI,3238,HOXD12,Homo sapiens,9606
transcription_factor_NCBI,56980,PRDM10,Homo sapiens,9606
transcription_factor_NCBI,117134593,LOC117134593,Homo sapiens,9606
transcription_factor_NCBI,387332,TBPL2,Homo sapiens,9606
transcription_factor_NCBI,594842,HAS2-AS1,Homo sapiens,9606
transcription_factor_NCBI,64375,IKZF4,Homo sapiens,9606
transcription_factor_NCBI,8800,PEX11A,Homo sapiens,9606
transcription_factor_NCBI,127540,HMGB4,Homo sapiens,9606
transcription_factor_NCBI,11108,PRDM4,Homo sapiens,9606
transcription_factor_NCBI,79874,RABEP2,Homo sapiens,9606
transcription_factor_NCBI,55040,EPN3,Homo sapiens,9606
transcription_factor_NCBI,57786,RBAK,Homo sapiens,9606
transcription_factor_NCBI,23440,OTP,Homo sapiens,9606
transcription_factor_NCBI,145873,MESP2,Homo sapiens,9606
transcription_factor_NCBI,2117,ETV3,Homo sapiens,9606
transcription_factor_NCBI,1519,CTSO,Homo sapiens,9606
transcription_factor_NCBI,22873,DZIP1,Homo sapiens,9606
transcription_factor_NCBI,51616,TAF9B,Homo sapiens,9606
transcription_factor_NCBI,3222,HOXC5,Homo sapiens,9606
transcription_factor_NCBI,196475,RMST,Homo sapiens,9606
transcription_factor_NCBI,22889,KHDC4,Homo sapiens,9606
transcription_factor_NCBI,56033,BARX1,Homo sapiens,9606
transcription_factor_NCBI,399664,MEX3D,Homo sapiens,9606
transcription_factor_NCBI,79823,CAMKMT,Homo sapiens,9606
transcription_factor_NCBI,4861,NPAS1,Homo sapiens,9606
transcription_factor_NCBI,347853,TBX10,Homo sapiens,9606
transcription_factor_NCBI,23415,KCNH4,Homo sapiens,9606
transcription_factor_NCBI,128553,TSHZ2,Homo sapiens,9606
transcription_factor_NCBI,63974,NEUROD6,Homo sapiens,9606
transcription_factor_NCBI,283150,FOXR1,Homo sapiens,9606
transcription_factor_NCBI,7762,ZNF215,Homo sapiens,9606
transcription_factor_NCBI,56956,LHX9,Homo sapiens,9606
transcription_factor_NCBI,10668,CGRRF1,Homo sapiens,9606
transcription_factor_NCBI,110599592,LOC110599592,Homo sapiens,9606
transcription_factor_NCBI,7732,RNF112,Homo sapiens,9606
transcription_factor_NCBI,121643,FOXN4,Homo sapiens,9606
transcription_factor_NCBI,1262,CNGA4,Homo sapiens,9606
transcription_factor_NCBI,55090,MED9,Homo sapiens,9606
transcription_factor_NCBI,285381,DPH3,Homo sapiens,9606
transcription_factor_NCBI,25946,ZNF385A,Homo sapiens,9606
transcription_factor_NCBI,112679198,LOC112679198,Homo sapiens,9606
transcription_factor_NCBI,245806,VGLL2,Homo sapiens,9606
transcription_factor_NCBI,51442,VGLL1,Homo sapiens,9606
transcription_factor_NCBI,117204000,LOC117204000,Homo sapiens,9606
transcription_factor_NCBI,4807,NHLH1,Homo sapiens,9606
transcription_factor_NCBI,7748,ZNF195,Homo sapiens,9606
transcription_factor_NCBI,10974,ADIRF,Homo sapiens,9606
transcription_factor_NCBI,127343,DMBX1,Homo sapiens,9606
transcription_factor_NCBI,109461476,LOC109461476,Homo sapiens,9606
transcription_factor_NCBI,404734,ANKHD1-EIF4EBP3,Homo sapiens,9606
transcription_factor_NCBI,2307,FOXS1,Homo sapiens,9606
transcription_factor_NCBI,10385,BTN2A2,Homo sapiens,9606
transcription_factor_NCBI,2306,FOXD2,Homo sapiens,9606
transcription_factor_NCBI,3167,HMX2,Homo sapiens,9606
transcription_factor_NCBI,80778,ZNF34,Homo sapiens,9606
transcription_factor_NCBI,90316,TGIF2LX,Homo sapiens,9606
transcription_factor_NCBI,26205,GMEB2,Homo sapiens,9606
transcription_factor_NCBI,58158,NEUROD4,Homo sapiens,9606
transcription_factor_NCBI,110599591,LOC110599591,Homo sapiens,9606
transcription_factor_NCBI,106736613,MCS+9.7,Homo sapiens,9606
transcription_factor_NCBI,54626,HES2,Homo sapiens,9606
transcription_factor_NCBI,84795,PYROXD2,Homo sapiens,9606
transcription_factor_NCBI,64864,RFX7,Homo sapiens,9606
transcription_factor_NCBI,111674475,LOC111674475,Homo sapiens,9606
transcription_factor_NCBI,150967,LINC01963,Homo sapiens,9606
transcription_factor_NCBI,100302740,FAS-AS1,Homo sapiens,9606
transcription_factor_NCBI,64376,IKZF5,Homo sapiens,9606
transcription_factor_NCBI,79018,GID4,Homo sapiens,9606
transcription_factor_NCBI,171568,POLR3H,Homo sapiens,9606
transcription_factor_NCBI,117204001,LOC117204001,Homo sapiens,9606
transcription_factor_NCBI,111258526,LOC111258526,Homo sapiens,9606
transcription_factor_NCBI,121549,ASCL4,Homo sapiens,9606
transcription_factor_NCBI,85009,MGC16025,Homo sapiens,9606
transcription_factor_NCBI,728340,GTF2H2C,Homo sapiens,9606
transcription_factor_NCBI,116039,OSR2,Homo sapiens,9606
transcription_factor_NCBI,80320,SP6,Homo sapiens,9606
transcription_factor_NCBI,3197,HOXA@,Homo sapiens,9606
transcription_factor_NCBI,153579,BTNL9,Homo sapiens,9606
transcription_factor_NCBI,643641,ZNF862,Homo sapiens,9606
transcription_factor_NCBI,389524,GTF2IRD2B,Homo sapiens,9606
transcription_factor_NCBI,90853,SPOCD1,Homo sapiens,9606
transcription_factor_NCBI,108491836,LOC108491836,Homo sapiens,9606
transcription_factor_NCBI,80823,BHLHB9,Homo sapiens,9606
transcription_factor_NCBI,284525,SLC9C2,Homo sapiens,9606
transcription_factor_NCBI,140894,CNBD2,Homo sapiens,9606
transcription_factor_NCBI,388849,CCDC188,Homo sapiens,9606
transcription_factor_NCBI,112495,GTF3C6,Homo sapiens,9606
transcription_factor_NCBI,7567,ZNF19,Homo sapiens,9606
transcription_factor_NCBI,200350,FOXD4L1,Homo sapiens,9606
transcription_factor_NCBI,111674472,LOC111674472,Homo sapiens,9606
transcription_factor_NCBI,3228,HOXC12,Homo sapiens,9606
transcription_factor_NCBI,27319,BHLHE22,Homo sapiens,9606
transcription_factor_NCBI,389206,BEND4,Homo sapiens,9606
transcription_factor_NCBI,107966124,RER,Homo sapiens,9606
transcription_factor_NCBI,56676,ASCL3,Homo sapiens,9606
transcription_factor_NCBI,126626,GABPB2,Homo sapiens,9606
transcription_factor_NCBI,90655,TGIF2LY,Homo sapiens,9606
transcription_factor_NCBI,10824,DIAPH2-AS1,Homo sapiens,9606
transcription_factor_NCBI,388553,MEIOSIN,Homo sapiens,9606
transcription_factor_NCBI,111674476,LOC111674476,Homo sapiens,9606
transcription_factor_NCBI,22993,HMGXB3,Homo sapiens,9606
transcription_factor_NCBI,152687,ZNF595,Homo sapiens,9606
transcription_factor_NCBI,106677019,LOC106677019,Homo sapiens,9606
transcription_factor_NCBI,168975,CNBD1,Homo sapiens,9606
transcription_factor_NCBI,111188152,LOC111188152,Homo sapiens,9606
transcription_factor_NCBI,81566,CSRNP2,Homo sapiens,9606
transcription_factor_NCBI,730394,GTF2H2C_2,Homo sapiens,9606
transcription_factor_NCBI,107963949,LOC107963949,Homo sapiens,9606
transcription_factor_NCBI,105375816,LOC105375816,Homo sapiens,9606
transcription_factor_NCBI,100526761,CCDC169-SOHLH2,Homo sapiens,9606
transcription_factor_NCBI,110806298,C17orf113,Homo sapiens,9606
transcription_factor_NCBI,146556,C16orf89,Homo sapiens,9606
transcription_factor_NCBI,129025,ZNF280A,Homo sapiens,9606
transcription_factor_NCBI,111216292,LOC111216292,Homo sapiens,9606
transcription_factor_NCBI,109286556,LOC109286556,Homo sapiens,9606
transcription_factor_NCBI,114803469,LOC114803469,Homo sapiens,9606
transcription_factor_NCBI,108511947,LOC108511947,Homo sapiens,9606
transcription_factor_NCBI,100132735,FILNC1,Homo sapiens,9606
transcription_factor_NCBI,652963,BTF3P12,Homo sapiens,9606
transcription_factor_NCBI,132556,BTF3P13,Homo sapiens,9606
transcription_factor_NCBI,111240478,LOC111240478,Homo sapiens,9606
transcription_factor_NCBI,107985770,LOC107985770,Homo sapiens,9606
transcription_factor_NCBI,111240479,LOC111240479,Homo sapiens,9606
transcription_factor_NCBI,111188153,LOC111188153,Homo sapiens,9606
transcription_factor_NCBI,109648317,LOC109648317,Homo sapiens,9606
transcription_factor_NCBI,114803478,LOC114803478,Homo sapiens,9606
transcription_factor_NCBI,114803477,LOC114803477,Homo sapiens,9606
transcription_factor_NCBI,114803476,LOC114803476,Homo sapiens,9606
transcription_factor_NCBI,114803475,LOC114803475,Homo sapiens,9606
transcription_factor_NCBI,114803474,LOC114803474,Homo sapiens,9606
transcription_factor_NCBI,114803473,LOC114803473,Homo sapiens,9606
transcription_factor_NCBI,114803472,LOC114803472,Homo sapiens,9606
transcription_factor_NCBI,114803471,LOC114803471,Homo sapiens,9606
transcription_factor_NCBI,114803470,LOC114803470,Homo sapiens,9606
transcription_factor_NCBI,114803468,LOC114803468,Homo sapiens,9606
transcription_factor_NCBI,109851610,LOC109851610,Homo sapiens,9606
transcription_factor_NCBI,117282006,LOC117282006,Homo sapiens,9606
transcription_factor_NCBI,192343,NEWENTRY,Homo sapiens,9606
