"ucsc","entrezgene_id"
"uc011ayd.2",NA
"uc010lcd.3",NA
"uc021tzw.1",NA
"uc010agc.3",NA
"uc009xkd.3",NA
"uc001wsp.3",NA
"uc002zii.3",NA
"uc010fqs.4",NA
"uc002mbg.1",NA
"uc010qms.1",NA
"uc011kyy.2",NA
"uc004bxa.3",NA
"uc011knl.2",NA
"uc002nsu.1",NA
"uc003fkj.2",NA
"uc003xyg.2",NA
"uc021yvk.1",NA
"uc001eqg.3",NA
"uc001dko.3",NA
"uc011cpq.2",NA
"uc001cxe.4",NA
"uc001zfd.3",NA
"uc003ezm.3",NA
"uc003zak.4",NA
"uc001unt.3",NA
"uc010dcv.2",NA
"uc001mcy.1",NA
"uc004ais.3",NA
"uc021xzy.1",NA
"uc002acw.2",NA
"uc003urt.3",NA
"uc002chm.3",NA
"uc010bak.3",NA
"uc010sis.2",NA
"uc010hzq.3",NA
"uc001ylh.4",NA
"uc002ayv.2",NA
"uc009vui.3",NA
"uc001rhy.1",NA
"uc003fzw.4",NA
"uc002qfe.3",NA
"uc002rvk.3",NA
"uc011lob.2",NA
"uc010rba.2",NA
"uc001dtd.3",NA
"uc003emt.3",NA
"uc011dmb.3",NA
"uc002mmw.4",NA
"uc001dvu.4",NA
"uc010roj.3",NA
"uc010sav.1",NA
"uc004bqk.1",NA
"uc022blb.1",NA
"uc001amg.3",NA
"uc001zxk.2",NA
"uc009wda.1",NA
"uc009vne.2",NA
"uc001pwf.3",NA
"uc003kyx.3",NA
"uc009ztc.1",NA
"uc002jmx.3",NA
"uc010svn.2",NA
"uc010lcb.1",NA
"uc002sam.1",NA
"uc022cmy.1",NA
"uc011dml.1",NA
"uc010dke.3",NA
"uc010kyv.1",NA
"uc021rfg.1",NA
"uc002hyi.3",NA
"uc010qvq.2",NA
"uc031qsr.1",NA
"uc010spx.2",NA
"uc010fhs.3",NA
"uc004ebc.3",NA
"uc003xjo.1",NA
"uc002vbb.3",NA
"uc010ehm.3",NA
"uc010jcc.3",NA
"uc021omy.1",NA
"uc001jtb.2",NA
"uc003iom.1",NA
"uc010ubk.1",NA
"uc003ygf.3",NA
"uc011egw.1",NA
"uc009wgr.2",NA
"uc002nfe.3",NA
"uc010wtz.1",NA
"uc009wym.3",NA
"uc002lyb.3",NA
"uc001cez.4",NA
"uc003ynh.4",NA
"uc003xkb.1",NA
"uc002osw.2",NA
"uc003fah.2",NA
"uc003lnf.3",NA
"uc004bbr.3",NA
"uc003akf.1",NA
"uc021pao.2",NA
"uc003hof.3",NA
"uc003ajk.2",NA
"uc003fli.1",NA
"uc010kad.3",NA
"uc003fdi.3",NA
"uc011lav.2",NA
"uc001aec.1",NA
"uc002yfe.2",NA
"uc002jha.2",NA
"uc011mof.2",NA
"uc010nuy.3",NA
"uc010ank.3",NA
"uc001ikk.2",NA
"uc021vcc.1",NA
"uc011kdr.2",NA
"uc031qkj.1",NA
"uc002onm.4",NA
"uc010wkg.2",NA
"uc011dqh.2",NA
"uc010sgo.1",NA
"uc010bwt.2",NA
"uc010muk.3",NA
"uc010lgj.4",NA
"uc001mfl.5",NA
"uc003enm.3",NA
"uc003ftv.1",NA
"uc022bgi.1",NA
"uc011act.2",NA
"uc003bgd.3",NA
"uc021rur.1",NA
"uc003mmv.1",NA
"uc001aai.1",NA
"uc010kkk.1",NA
"uc003dep.2",NA
"uc003kxp.3",NA
"uc031rdf.1",NA
"uc010ogt.1",NA
"uc004amx.3",NA
"uc010juh.3",NA
"uc003gxz.3",NA
"uc002yjl.3",NA
"uc002plh.1",NA
"uc021oua.1",NA
"uc010szb.1",NA
"uc002fep.2",NA
"uc010ybd.2",NA
"uc021shu.1",NA
"uc002uty.1",NA
"uc001bzh.1",NA
"uc010lgz.3",NA
"uc001wvr.3",NA
"uc010jud.2",NA
"uc002rst.4",NA
"uc010bin.1",NA
"uc001pgp.3",NA
"uc011cvz.1",NA
"uc002bli.3",NA
"uc003lvv.3",NA
"uc004bwk.3",NA
"uc001upu.3",NA
"uc011ktr.1",NA
"uc010wsu.2",NA
"uc002swh.5",NA
"uc002qzk.3",NA
"uc002jaa.4",NA
"uc031rdh.1",NA
"uc011bng.2",NA
"uc011bbc.1",NA
"uc002iap.3",NA
"uc011byx.2",NA
"uc002ada.3",NA
"uc010cby.1",NA
"uc001dtj.3",NA
"uc003kit.3",NA
"uc021uao.1",NA
"uc001tgr.3",NA
"uc010dvz.3",NA
"uc001tsc.3",NA
"uc021yaq.2",NA
"uc001elu.1",NA
"uc001yoy.4",NA
"uc003isd.2",NA
"uc031rsc.1",NA
"uc004brn.1",NA
"uc010kyy.3",NA
"uc003uog.4",NA
"uc002ene.3",NA
"uc003zwl.3",NA
"uc003dnc.3",NA
"uc010ers.1",NA
"uc003ulc.1",NA
"uc010jrf.1",NA
"uc010kkj.2",NA
"uc010laj.3",NA
"uc001qmy.2",NA
"uc010dqp.2",NA
"uc031qkk.1",NA
"uc031rqx.1",NA
"uc003mwe.3",NA
"uc002nnc.4",NA
"uc010dbr.3",NA
"uc002nmf.3",NA
"uc001ldy.3",NA
"uc003hhr.4",NA
"uc010fyw.3",NA
"uc003mgw.2",NA
"uc001qen.3",NA
"uc003wzx.1",NA
"uc021rjd.1",NA
"uc021rje.1",NA
"uc021sge.1",NA
"uc004erz.2",NA
"uc010smv.1",NA
"uc031plf.1",NA
"uc002psk.3",NA
"uc031tbp.1",NA
"uc021oyi.1",NA
"uc021thw.1",NA
"uc001kes.3",NA
"uc009yhj.3",NA
"uc010cid.3",NA
"uc009wax.3",NA
"uc002xmi.3",NA
"uc003wun.3",NA
"uc002wdn.3",NA
"uc010zay.1",NA
"uc002adv.3",NA
"uc010fnn.3",NA
"uc001kxe.2",NA
"uc003bgk.1",NA
"uc001idx.1",NA
"uc031sjz.1",NA
"uc010kla.1",NA
"uc010fkt.4",NA
"uc002rll.1",NA
"uc001ftz.1",NA
"uc001uqw.3",NA
"uc003uep.3",NA
"uc011luo.1",NA
"uc031pvm.1",NA
"uc011bkq.1",NA
"uc003ftd.3",NA
"uc010enl.2",NA
"uc010vos.1",NA
"uc010xpl.1",NA
"uc022cka.2",NA
"uc010jhz.3",NA
"uc011cij.2",NA
"uc021oyk.1",NA
"uc002xgk.3",NA
"uc010efi.2",NA
"uc010joq.2",NA
"uc010xyh.2",NA
"uc002eeq.2",NA
"uc010veu.1",NA
"uc003uze.2",NA
"uc011djn.2",NA
"uc009xkx.2",NA
"uc002fsq.3",NA
"uc031sfq.1",NA
"uc002dzu.4",NA
"uc001mvb.1",NA
"uc001bkw.1",NA
"uc003odw.3",NA
"uc002dfq.3",NA
"uc010jxw.1",NA
"uc003vnv.2",NA
"uc001lgt.3",NA
"uc009ypz.3",NA
"uc011ahi.1",NA
"uc003abj.2",NA
"uc010yxm.2",NA
"uc009wsr.1",NA
"uc010hfh.3",NA
"uc002ubi.4",NA
"uc021olf.1",NA
"uc002wjv.3",NA
"uc001mgj.1",NA
"uc002cfx.1",NA
"uc010hsp.2",NA
"uc001zvr.3",NA
"uc003hbq.1",NA
"uc001kqs.1",NA
"uc011lty.2",NA
"uc002ndy.4",NA
"uc001ooj.1",NA
"uc003trk.1",NA
"uc003ycw.3",NA
"uc001pbx.2",NA
"uc011bal.1",NA
"uc001koh.1",NA
"uc001unp.3",NA
"uc002jhz.3",NA
"uc022aib.1",NA
"uc010kzx.2",NA
"uc002snc.2",NA
"uc003yyb.3",NA
"uc010mhp.1",NA
"uc002ffu.3",NA
"uc001jui.2",NA
"uc002dev.4",NA
"uc002hnd.3",NA
"uc002zfx.3",NA
"uc001tdh.4",NA
"uc002pec.3",NA
"uc001ayk.5",NA
"uc011dgf.2",NA
"uc001lbc.1",NA
"uc002jgw.1",NA
"uc004baf.1",NA
"uc003tvr.5",NA
"uc003jtz.4",NA
"uc002bdv.4",NA
"uc010dfs.4",NA
"uc003mww.4",NA
"uc002ree.2",NA
"uc010ywh.2",NA
"uc010yao.3",NA
"uc004fik.3",NA
"uc010ohn.1",NA
"uc003bwt.1",NA
"uc010zck.2",NA
"uc001lov.4",NA
"uc002mtv.4",NA
"uc021ojk.1",NA
"uc002abd.3",NA
"uc021sem.1",NA
"uc010nhl.3",NA
"uc003uth.3",NA
"uc009vxi.3",NA
"uc010gdq.3",NA
"uc002kua.3",NA
"uc011ddo.2",NA
"uc004egn.2",NA
"uc001ziy.3",NA
"uc002fel.4",NA
"uc011cil.2",NA
"uc010hno.4",NA
"uc011cxa.2",NA
"uc031tcm.1",NA
"uc011aou.2",NA
"uc010ruw.2",NA
"uc021pgh.1",NA
"uc003hhs.2",NA
"uc010nzz.2",NA
"uc002xzi.3",NA
"uc009zci.3",NA
"uc010pkl.1",NA
"uc031sgn.1",NA
"uc003txa.3",NA
"uc010wvc.2",NA
"uc002rjz.3",NA
"uc001bwc.4",NA
"uc003xga.1",NA
"uc011kzq.1",NA
"uc001pux.3",NA
"uc002iyd.4",NA
"uc003nal.3",NA
"uc010lii.1",NA
"uc021qvt.1",NA
"uc001kak.3",NA
"uc003unn.2",NA
"uc001rzm.3",NA
"uc003glg.2",NA
"uc002pnu.3",NA
"uc003sqi.3",NA
"uc001dqm.4",NA
"uc001zlc.3",NA
"uc011aqv.2",NA
"uc001pnu.3",NA
"uc002wqx.3",NA
"uc004dyx.2",NA
"uc011ldv.3",NA
"uc021uts.1",NA
"uc002mhh.1",NA
"uc002ykk.3",NA
"uc010plu.1",NA
"uc001zgb.3",NA
"uc010hml.1",NA
"uc002pqz.3",NA
"uc021wjw.1",NA
"uc010neo.1",NA
"uc010tpy.1",NA
"uc010eos.1",NA
"uc001zev.3",NA
"uc001cje.2",NA
"uc003htn.4",NA
"uc004ejw.4",NA
"uc002cje.4",NA
"uc010ifi.3",NA
"uc002myk.3",NA
"uc031shn.1",NA
"uc001zsk.3",NA
"uc010dfa.1",NA
"uc010zxa.3",NA
"uc010jgc.1",NA
"uc002sbm.4",NA
"uc010sbg.1",NA
"uc003dcw.3",NA
"uc031ppy.1",NA
"uc009vpi.1",NA
"uc011eas.1",NA
"uc021uwo.1",NA
"uc003mgf.3",NA
"uc002ddh.2",NA
"uc010mxy.3",NA
"uc010qdg.2",NA
"uc001kfq.3",NA
"uc010oyi.3",NA
"uc010wgl.2",NA
"uc009wwd.3",NA
"uc003vgd.3",NA
"uc003qts.1",NA
"uc001aop.3",NA
"uc001dkl.2",NA
"uc010pcb.2",NA
"uc009xss.3",NA
"uc001vro.1",NA
"uc010oou.1",NA
"uc001zrx.2",NA
"uc002ykp.4",NA
"uc010ggg.1",NA
"uc003hdw.4",NA
"uc010qjv.1",NA
"uc003dqi.3",NA
"uc003kry.3",NA
"uc031pqd.1",NA
"uc011bnk.2",NA
"uc003btb.2",NA
"uc002zcl.2",NA
"uc002ogd.3",NA
"uc003ffy.3",NA
"uc001tnh.4",NA
"uc003imy.3",NA
"uc003fhn.2",NA
"uc011mtb.2",NA
"uc001shv.4",NA
"uc001tgy.4",NA
"uc003gax.3",NA
"uc031sjm.1",NA
"uc010iiu.1",NA
"uc011aat.1",NA
"uc002jbh.3",NA
"uc003lye.1",NA
"uc002pzc.3",NA
"uc001rwr.2",NA
"uc003osk.3",NA
"uc011mhm.1",NA
"uc001con.4",NA
"uc002zmh.3",NA
"uc002kbz.1",NA
"uc010zea.1",NA
"uc003nub.3",NA
"uc002ctd.2",NA
"uc003lto.2",NA
"uc021wsh.1",NA
"uc003orv.1",NA
"uc001qtf.3",NA
"uc010jai.3",NA
"uc003wwc.5",NA
"uc001nvr.3",NA
"uc002jdu.4",NA
"uc003bfs.3",NA
"uc021qnx.1",NA
"uc004efv.4",NA
"uc001whz.3",NA
"uc002sqe.4",NA
"uc011ary.2",NA
"uc003abh.2",NA
"uc001iit.4",NA
"uc001blb.3",NA
"uc001kci.4",NA
"uc003qij.3",NA
"uc001qul.3",NA
"uc010fqw.1",NA
"uc002sls.2",NA
"uc003spe.4",NA
"uc009yaw.1",NA
"uc021qzj.1",NA
"uc001czg.2",NA
"uc003dyj.3",NA
"uc031rle.1",NA
"uc003xyu.3",NA
"uc010eih.2",NA
"uc011lfe.2",NA
"uc021tjb.1",NA
"uc021tjc.1",NA
"uc001gez.3",NA
"uc002daq.1",NA
"uc003nwy.1",NA
"uc010yjg.2",NA
"uc003jcx.4",NA
"uc002yhn.2",NA
"uc002jza.2",NA
"uc011duy.1",NA
"uc003xoo.3",NA
"uc010owg.2",NA
"uc002wes.3",NA
"uc009ycx.2",NA
"uc003ubq.4",NA
"uc001zxp.4",NA
"uc010jlw.3",NA
"uc002gmx.3",NA
"uc010qgy.3",NA
"uc001nqp.3",NA
"uc001ynr.1",NA
"uc002hyq.3",NA
"uc002cpz.1",NA
"uc002pwd.3",NA
"uc002whl.3",NA
"uc002xif.3",NA
"uc003htf.4",NA
"uc001rft.3",NA
"uc031roz.1",NA
"uc031qow.1",NA
"uc010bbe.3",NA
"uc001xjz.4",NA
"uc001kry.1",NA
"uc010oqu.2",NA
"uc009vwx.4",NA
"uc002dqy.4",NA
"uc002qtn.3",NA
"uc002osb.3",NA
"uc011bfx.2",NA
"uc010mtm.3",NA
"uc004cnd.1",NA
"uc002rke.3",NA
"uc002evp.1",NA
"uc010wmz.2",NA
"uc010mzu.1",NA
"uc002wep.4",NA
"uc002rtz.2",NA
"uc003emi.2",NA
"uc001qhi.3",NA
"uc003pin.2",NA
"uc002mfj.2",NA
"uc010jbu.3",NA
"uc004cen.3",NA
"uc011dtn.2",NA
"uc004cxh.3",NA
"uc031sjb.1",NA
"uc010pve.2",NA
"uc003mhz.3",NA
"uc010qou.2",NA
"uc001bfd.1",NA
"uc010ekj.3",NA
"uc001nwx.3",NA
"uc010cze.1",NA
"uc021tci.1",NA
"uc002eyz.3",NA
"uc011blj.1",NA
"uc010xys.2",NA
"uc001vfg.2",NA
"uc003spr.1",NA
"uc010ish.3",NA
"uc002bkr.3",NA
"uc010qmy.2",NA
"uc002ukw.3",NA
"uc002dbu.3",NA
"uc001uoj.3",NA
"uc002gop.2",NA
"uc004cbf.2",NA
"uc002srn.3",NA
"uc001vqn.3",NA
"uc009vsz.1",NA
"uc010wiw.1",NA
"uc001yfe.3",NA
"uc003adm.1",NA
"uc010rov.1",NA
"uc010ddj.3",NA
"uc003nhc.4",NA
"uc010grz.3",NA
"uc001yck.3",NA
"uc010vfn.2",NA
"uc002ozf.4",NA
"uc001wus.3",NA
"uc010xgu.1",NA
"uc002cfg.1",NA
"uc001ius.1",NA
"uc003goa.1",NA
"uc010jnn.3",NA
"uc001wqf.3",NA
"uc004ahs.1",NA
"uc002tyv.2",NA
"uc010iil.2",NA
"uc002woc.3",NA
"uc031rwj.1",NA
"uc022bif.1",NA
"uc003ich.4",NA
"uc010esr.1",NA
"uc022cky.2",NA
"uc010hrd.2",NA
"uc001jve.3",NA
"uc003uws.3",NA
"uc003dpi.1",NA
"uc002jxo.3",NA
"uc003biz.3",NA
"uc003icp.4",NA
"uc001skr.1",NA
"uc001iku.3",NA
"uc010cxw.3",NA
"uc004bgf.1",NA
"uc011lnk.2",NA
"uc003dhb.3",NA
"uc003iay.4",NA
"uc003xrv.3",NA
"uc010lus.3",NA
"uc010wsl.2",NA
"uc001asu.3",NA
"uc004ccc.1",NA
"uc003chk.1",NA
"uc003htm.4",NA
"uc004czx.2",NA
"uc009yyb.2",NA
"uc002xlp.2",NA
"uc009zzs.3",NA
"uc003een.3",NA
"uc021oub.1",NA
"uc002hsv.4",NA
"uc011ajb.1",NA
"uc031qpd.1",NA
"uc002bhm.2",NA
"uc003qct.2",NA
"uc010ylz.3",NA
"uc002nty.3",NA
"uc010bbw.3",NA
"uc001xzv.4",NA
"uc001gdq.3",NA
"uc031qta.1",NA
"uc001emj.3",NA
"uc001sor.1",NA
"uc010mwb.2",NA
"uc011knk.2",NA
"uc031tag.1",NA
"uc001jpn.2",NA
"uc002duh.2",NA
"uc002wat.1",NA
"uc003zrt.3",NA
"uc003ltg.4",NA
"uc010qec.1",NA
"uc010glp.3",NA
"uc002qca.1",NA
"uc011eem.1",NA
"uc021uzi.1",NA
"uc001lwl.3",NA
"uc003gxo.3",NA
"uc003kyw.3",NA
"uc011kjq.2",NA
"uc002bwp.3",NA
"uc002ryh.2",NA
"uc002azc.1",NA
"uc002ztr.1",NA
"uc003orz.3",NA
"uc010jbw.1",NA
"uc003kje.3",NA
"uc009xvn.3",NA
"uc002xqf.3",NA
"uc001cfq.3",NA
"uc003ddp.1",NA
"uc010ymv.1",NA
"uc010bzm.2",NA
"uc021sxi.1",NA
"uc003fme.3",NA
"uc003nga.1",NA
"uc010euc.1",NA
"uc010zfs.2",NA
"uc001cte.3",NA
"uc010kum.2",NA
"uc004bdk.3",NA
"uc001liu.3",NA
"uc002zzj.1",NA
"uc003xvt.1",NA
"uc001uos.3",NA
"uc011lkf.2",NA
"uc031sba.1",NA
"uc021ugm.1",NA
"uc021udm.1",NA
"uc002tuu.1",NA
"uc001pxe.1",NA
"uc031psu.1",NA
"uc002pib.1",NA
"uc031qmg.1",NA
"uc002juz.3",NA
"uc010hlc.2",NA
"uc010hfw.2",NA
"uc002hob.3",NA
"uc011jyw.2",NA
"uc021pju.1",NA
"uc004ekj.1",NA
"uc002aff.1",NA
"uc010tur.2",NA
"uc010bqw.3",NA
"uc001xpa.2",NA
"uc001ujd.1",NA
"uc001dnn.3",NA
"uc002wxw.1",NA
"uc011mzs.2",NA
"uc002kvm.3",NA
"uc003ntv.3",NA
"uc001juh.2",NA
"uc001wmc.3",NA
"uc010ykc.1",NA
"uc010jjj.3",NA
"uc021wbx.1",NA
"uc003qle.3",NA
"uc001wpf.4",NA
"uc001rui.1",NA
"uc002eub.3",NA
"uc022ago.1",NA
"uc001mkp.3",NA
"uc001xgl.3",NA
"uc010tuo.2",NA
"uc003uti.3",NA
"uc010cwv.1",NA
"uc003wkm.1",NA
"uc001vlu.1",NA
"uc003hxw.3",NA
"uc021wnv.1",NA
"uc003ped.4",NA
"uc003xez.2",NA
"uc010uns.2",NA
"uc011mbi.2",NA
"uc001cas.2",NA
"uc002zlf.2",NA
"uc011laq.2",NA
"uc003ysr.3",NA
"uc003lbi.4",NA
"uc010owr.2",NA
"uc001bma.3",NA
"uc010lnm.2",NA
"uc002pwj.3",NA
"uc002bkv.2",NA
"uc002nop.3",NA
"uc010dxj.3",NA
"uc002qbr.2",NA
"uc010ykd.1",NA
"uc002lxz.3",NA
"uc010pse.1",NA
"uc003ouu.1",NA
"uc001yrt.3",NA
"uc001fcw.3",NA
"uc009wxe.3",NA
"uc002uas.1",NA
"uc031qer.1",NA
"uc010bkq.1",NA
"uc003emr.3",NA
"uc003pck.4",NA
"uc010hhb.3",NA
"uc001ove.3",NA
"uc003mwr.2",NA
"uc001yqp.2",NA
"uc010csf.3",NA
"uc022clp.1",NA
"uc011dor.2",NA
"uc002lej.4",NA
"uc002xrw.3",NA
"uc021wqa.1",NA
"uc001xlr.2",NA
"uc001tlo.1",NA
"uc010cdb.3",NA
"uc002jcd.3",NA
"uc031qox.1",NA
"uc002htv.3",NA
"uc003hky.1",NA
"uc001vnt.2",NA
"uc001jul.3",NA
"uc003snl.1",NA
"uc001vqx.3",NA
"uc002tna.3",NA
"uc002nfa.3",NA
"uc004dgg.2",NA
"uc002srf.4",NA
"uc001bfm.4",NA
"uc022any.1",NA
"uc001qyz.4",NA
"uc001axh.1",NA
"uc010ted.1",NA
"uc022ajh.2",NA
"uc002dng.1",NA
"uc001vgx.1",NA
"uc001dae.4",NA
"uc002hbo.2",NA
"uc011acd.2",NA
"uc002tov.3",NA
"uc003oul.3",NA
"uc001kxo.1",NA
"uc001tmn.1",NA
"uc010wif.1",NA
"uc009zww.2",NA
"uc003vrz.3",NA
"uc001dgg.3",NA
"uc010qxe.1",NA
"uc021qbv.1",NA
"uc001vcf.3",NA
"uc011cvy.1",NA
"uc001rio.3",NA
"uc021vch.1",NA
"uc010qzk.2",NA
"uc009zei.2",NA
"uc010brw.1",NA
"uc001tob.3",NA
"uc001jcx.4",NA
"uc011lcz.2",NA
"uc011cxi.1",NA
"uc011mml.1",NA
"uc001wao.2",NA
"uc003qwy.3",NA
"uc004flc.4",NA
"uc010fol.1",NA
"uc002lgy.3",NA
"uc004agj.4",NA
"uc003gtp.3",NA
"uc001vtn.3",NA
"uc001prc.3",NA
"uc010dfe.2",NA
"uc001ebj.2",NA
"uc003isy.1",NA
"uc010oul.1",NA
"uc010fke.2",NA
"uc001nuc.4",NA
"uc021ugn.1",NA
"uc010fob.3",NA
"uc003lkd.2",NA
"uc003njb.3",NA
"uc001hdt.2",NA
"uc003huz.4",NA
"uc003yjd.3",NA
"uc011bft.2",NA
"uc010vdg.1",NA
"uc002cuy.4",NA
"uc002koe.2",NA
"uc002tzf.4",NA
"uc003kue.1",NA
"uc003xau.1",NA
"uc003iwk.2",NA
"uc002dhk.4",NA
"uc011azo.2",NA
"uc003omh.3",NA
"uc001jtd.3",NA
"uc010pto.2",NA
"uc011kbp.2",NA
"uc010jbx.1",NA
"uc011lzy.2",NA
"uc002lew.4",NA
"uc002csx.1",NA
"uc003yph.2",NA
"uc010ejf.1",NA
"uc003owa.2",NA
"uc003iex.3",NA
"uc010uca.1",NA
"uc002uvj.4",NA
"uc010fyx.1",NA
"uc001sod.3",NA
"uc001sql.4",NA
"uc031rih.1",NA
"uc004fhd.3",NA
"uc001ijk.1",NA
"uc002hru.2",NA
"uc002eou.3",NA
"uc010euw.3",NA
"uc003uey.1",NA
"uc011dtf.1",NA
"uc002ixx.2",NA
"uc001iww.4",NA
"uc011lxd.1",NA
"uc010ufz.2",NA
"uc002sef.2",NA
"uc002kyl.3",NA
"uc003der.2",NA
"uc001cvv.3",NA
"uc003uam.3",NA
"uc021wvy.1",NA
"uc009yoc.2",NA
"uc002qyd.1",NA
"uc003wid.3",NA
"uc002uuc.3",NA
"uc001tqj.3",NA
"uc001hyx.3",NA
"uc003ago.1",NA
"uc004akx.2",NA
"uc001dzz.3",NA
"uc003jmm.1",NA
"uc010uoj.2",NA
"uc010uyl.1",NA
"uc001ont.3",NA
"uc010vma.3",NA
"uc001hsx.1",NA
"uc010vqs.2",NA
"uc003imz.3",NA
"uc001mse.2",NA
"uc002umf.3",NA
"uc002xju.1",NA
"uc002ufg.3",NA
"uc001yaa.3",NA
"uc003xjb.3",NA
"uc001jcc.1",NA
"uc010iqr.3",NA
"uc002djg.2",NA
"uc002hdr.1",NA
"uc001npe.3",NA
"uc010efu.2",NA
"uc010zhl.2",NA
"uc002raj.4",NA
"uc001qev.4",NA
"uc010bcl.3",NA
"uc010xqr.2",NA
"uc001ldv.3",NA
"uc002llr.3",NA
"uc022btb.1",NA
"uc002zgm.3",NA
"uc010vdn.2",NA
"uc010abd.1",NA
"uc003hmv.3",NA
"uc003vfq.2",NA
"uc031qvx.1",NA
"uc001snq.2",NA
"uc002exc.2",NA
"uc003xxn.2",NA
"uc011lcr.2",NA
"uc003zxl.3",NA
"uc011lod.1",NA
"uc003wko.2",NA
"uc001zkr.2",NA
"uc001lio.1",NA
"uc011cuh.2",NA
"uc003osb.2",NA
"uc001icr.3",NA
"uc001unz.2",NA
"uc002fyc.4",NA
"uc001vml.4",NA
"uc004bxv.3",NA
"uc002fby.3",NA
"uc002piu.1",NA
"uc001jtq.3",NA
"uc021ptk.1",NA
"uc011dam.2",NA
"uc003ufo.3",NA
"uc010kil.3",NA
"uc001hfh.3",NA
"uc003swr.4",NA
"uc001gpx.3",NA
"uc010tsj.2",NA
"uc002kbu.2",NA
"uc001ajb.1",NA
"uc003xlk.3",NA
"uc001xng.3",NA
"uc003tjz.4",NA
"uc003qjp.2",NA
"uc011dov.1",NA
"uc002rqc.4",NA
"uc010kuo.1",NA
"uc002egj.3",NA
"uc002lae.2",NA
"uc001znu.4",NA
"uc009zcq.2",NA
"uc010zxl.1",NA
"uc011dqc.1",NA
"uc002mhm.2",NA
"uc011mjm.2",NA
"uc001jqm.3",NA
"uc010duv.3",NA
"uc001ctg.1",NA
"uc011jzl.2",NA
"uc010pby.2",NA
"uc011kxf.2",NA
"uc002tow.4",NA
"uc003yti.3",NA
"uc001xmg.1",NA
"uc010wtt.2",NA
"uc011kab.1",NA
"uc003qma.4",NA
"uc003gul.2",NA
"uc002kqw.3",NA
"uc001oyj.3",NA
"uc001asi.1",NA
"uc002how.1",NA
"uc001bnn.3",NA
"uc003zeb.3",NA
"uc001wek.3",NA
"uc003gak.4",NA
"uc001mwi.2",NA
"uc011dcr.2",NA
"uc004are.1",NA
"uc001sft.3",NA
"uc010yfx.2",NA
"uc001sih.1",NA
"uc009vxr.1",NA
"uc002zbl.4",NA
"uc003gdz.4",NA
"uc002lkt.1",NA
"uc003pjp.2",NA
"uc004fho.2",NA
"uc002cwc.1",NA
"uc002roa.1",NA
"uc010cfd.1",NA
"uc002mdx.3",NA
"uc003gfd.3",NA
"uc001arp.2",NA
"uc003erf.4",NA
"uc011kyx.2",NA
"uc022cbt.1",NA
"uc003oto.3",NA
"uc010obq.2",NA
"uc010ijf.2",NA
"uc011kot.1",NA
"uc002ftd.3",NA
"uc010eua.1",NA
"uc003apb.1",NA
"uc001xyb.3",NA
"uc010brv.3",NA
"uc009xea.1",NA
"uc002zef.3",NA
"uc002exb.3",NA
"uc002enr.3",NA
"uc010ged.3",NA
"uc031sxn.1",NA
"uc004eto.3",NA
"uc010skr.1",NA
"uc001xxj.3",NA
"uc009yrz.1",NA
"uc002bgv.3",NA
"uc002yqs.3",NA
"uc010eub.1",NA
"uc011meh.2",NA
"uc002jwn.3",NA
"uc003iwm.2",NA
"uc003qxy.3",NA
"uc003nkz.3",NA
"uc002nyq.1",NA
"uc010reu.2",NA
"uc009yph.2",NA
"uc003smn.4",NA
"uc010kfh.4",NA
"uc011lus.2",NA
"uc004dlz.3",NA
"uc001oda.2",NA
"uc002pjr.3",NA
"uc010oin.1",NA
"uc003ihy.3",NA
"uc010nnt.2",NA
"uc001tse.3",NA
"uc002gar.1",NA
"uc010cwe.4",NA
"uc003gjv.2",NA
"uc003ghq.1",NA
"uc003pfb.3",NA
"uc002xhu.3",NA
"uc002nrm.1",NA
"uc003jbf.3",NA
"uc002lmj.3",NA
"uc003nbk.3",NA
"uc001rch.4",NA
"uc011ees.1",NA
"uc010zup.2",NA
"uc011cwj.2",NA
"uc002prb.4",NA
"uc010rlh.2",NA
"uc002bjh.3",NA
"uc010amc.2",NA
"uc010yvz.2",NA
"uc009yal.3",NA
"uc002spg.4",NA
"uc002rqa.4",NA
"uc001rkw.1",NA
"uc010rca.1",NA
"uc002msm.2",NA
"uc021wky.1",NA
"uc010vxu.1",NA
"uc004bgd.3",NA
"uc009xxv.3",NA
"uc001qqq.3",NA
"uc001kiu.4",NA
"uc001nlf.2",NA
"uc010yhm.2",NA
"uc002olp.4",NA
"uc011jvs.2",NA
"uc010jxf.3",NA
"uc001trm.3",NA
"uc010zzs.1",NA
"uc021xiv.1",NA
"uc001ckb.4",NA
"uc002osv.2",NA
"uc002nnb.4",NA
"uc010asb.2",NA
"uc031qbb.1",NA
"uc003mvx.3",NA
"uc003bmo.3",NA
"uc002xwl.3",NA
"uc011mej.2",NA
"uc021pxh.1",NA
"uc002jfm.3",NA
"uc003naf.4",NA
"uc003sjc.2",NA
"uc001agc.1",NA
"uc002yph.3",NA
"uc002pks.3",NA
"uc002bjo.3",NA
"uc001dtf.2",NA
"uc001igx.1",NA
"uc001fte.3",NA
"uc010mns.1",NA
"uc004fud.5",NA
"uc010rbx.2",NA
"uc002mam.2",NA
"uc001rnv.3",NA
"uc021wnq.1",NA
"uc009xkz.1",NA
"uc003gpe.3",NA
"uc002xed.3",NA
"uc010bxm.3",NA
"uc010tux.2",NA
"uc002szu.3",NA
"uc002jid.2",NA
